"abertura";"tipo";"solicitacao";"descricao";"tipo_solicitacao";"origem";"situacao"
"2015-10-22";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA 7 DE ABRIL, AO LADO DO N° 247, BAIRRO: SIMÕES LOPES. ";"";"Solicitação de Serviço";"Telefone";"Fechado"
"2015-10-22";"Obra irregular";"CIDADÃ REIVINDICA DEVIDO NO ENDEREÇO; RUA SANTA LUSIA, N°20, BAIRRO; SANTA TEREZINHA, EXISTIR UMA OBRA IRREGULAR, NO QUAL OS RESPONSÁVEIS NÃO POSSUEM PLANTA PARA CONSTRUIR. AVISA QUE NÃO É O PROPRIETÁRIO QUEM ESTÁ REALIZANDO A OBRA MAIS SIM SEU IRMÃO VANDERLEI DE PAULA OLIVEIRA SENDO ESTE O DONO DA OBRA.";"";"Reclamação";"Telefone";"Fechado"
"2015-10-22";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA DR. BOA VENTURA LEITE, N°555, BAIRRO: AREAL.";"";"Solicitação de Serviço";"Telefone";"Fechado"
"2015-10-23";"Bueiro Entupido ";"Valeta que foi tapada sem colocação de tubos. O cidadão reclama que a espera pelo ônibus é praticamente dentro da valeta e que a água sai para o meio da rua. O local é Rua Torres, Barro Duro. ";"";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2015-10-23";"Maus tratos a animais";"Cidadão denuncia que vacas estão soltas na rua José Maria da Fontoura diariamente. Próximo a praia.";"Centro                                                                                              ";"Denuncia";"Telefone";"Fechado"
"2015-10-23";"Lei de Acesso a Informação";"Gostaria de receber informaÃ§Ãµes sobre a possibilidade de acesso aos dados referentes as transaÃ§Ãµes imobiliÃ¡rias realizadas no municÃ­pio de Pelotas nos Ãºltimos dez anos, com base nas informaÃ§Ãµes contidas nas guias do Imposto de TransmissÃ£o Intervivos. Estou desenvolvendo tese de doutoramento sobre o Mercado ImobiliÃ¡rio em cidades mÃ©dias junto Ã  Universidade Federal do Rio Grande do Sul (UFRGS), sendo esta pesquisa financiada pela CoordenaÃ§Ã£o de AperfeiÃ§oamento do Pessoal do Ensino Superior (CAPES/DS). Neste intuito, busco coletar dados primÃ¡rios que possibilitem a confecÃ§Ã£o de uma base de dados sobre o mercado imobiliÃ¡rio local, a partir de informaÃ§Ãµes que estÃ£o presentes nas guias de ITBI.
Assim, gostaria de receber orientaÃ§Ãµes de como proceder para o acesso e consulta a estes dados e se jÃ¡ existem relatÃ³rios anuais confeccionados pela Secretaria Municipal de Receita que possam ser utilizado como subsÃ­dio nesta pesquisa.
Os dados desejados para pesquisa sÃ£o os seguintes:
- QuantificaÃ§Ã£o das transaÃ§Ãµes de ITBI (em nÃºmeros e por tipo de imÃ³vel - residencial, comercial, terreno) por ano na cidade (urbano), entre os anos de 2000 a 2015
- Valores mÃ©dios das transaÃ§Ãµes de ITBI por tipo de imÃ³vel e por bairro ou zona administrativa
";"";"LAI";"Lai";"Fechado"
"2015-10-23";"Estabelecimento Irregular";"cidadão reivindica devido no endereço; Rua Marechal Floriano, defronte ao n°178, bairro:Fragata, existir um estabelecimento no qual esta obstruindo toda a calçada com maquinas de sorvete, mesas e cadeiras.ç";"Fragata                                                                                             ";"Reclamação";"Telefone";"Fechado"
"2015-10-23";"Estabelecimento sem alvará";"Cidadão informa que estabelecimento ""lancheria"" que funciona a partir das 19h até 2h da manhã não possui alvará de funcionamento. 

Endereço: Av. Guilherme Missen, 583A";"";"Denuncia";"Telefone";"Fechado"
"2015-10-23";"Estabelecimento Irregular";"O reclamante alega que no endereço Maestro Mendanha (Castilhos), número 354 existe um estabelecimento (lava-jato) irregular. Salienta que no mesmo logradouro, número 357 existe o mesmo fato.";"Fragata                                                                                             ";"Denuncia";"Telefone";"Fechado"
"2015-10-23";"Obra irregular";"Cidadão relata que no endereço; Rua Barata Ribeiro, n°232, Bairro: Areal, existe uma construção irregular, pois a mesma não possui nenhuma licença e placa de identificação.";"Fragata                                                                                             ";"Reclamação";"Telefone";"Fechado"
"2015-10-23";"Obra irregular";"CIDADÃ REIVINDICA DEVIDO NO ENDEREÇO; AV DOMINGOS DE ALMEIDA, PRÓXIMO AO SUPERMERCADO NACIONAL, BAIRRO: CENTRO, EXISTIR UMA OBRA IRREGULAR, QUE EXISTE NO LOCAL UM BURACO FUNDO TAPADO COM UMA TAMPA FRÁGIL QUE ESTÁ OCASIONADO EM QUEDAS DE PEDESTRES. SALIENTA QUE SUA FILHA CAIU DENTRO DESSE BURACO E SOFREU VÁRIAS FRATURAS.  ";"";"Reclamação";"Telefone";"Fechado"
"2015-10-23";"Falta de água";"Falta pressão de água gerando transtornos para a requerente. Ao ligar para o sanep é informada que deverá aguardar.

Solicita quando liga para o Sanep, falar com secretário e nunca consegue.";"Fragata                                                                                             ";"Reclamação";"Telefone";"Fechado"
"2015-10-23";"Poda e Retirada de Árvore";"O cidadão veio até a ouvidoria solicitar para a secretaria responsável a retirada de galhos na Rua Um, residência 588. Ele informa que foi feita a poda, mas os galhos continuaram no local.";"Nossa Senhora de Fátima                                                                             ";"Solicitação de Serviço";"Presencial";"Fechado"
"2015-10-23";"Iluminação Pública Irregular";"A declarante relata falta de iluminação na frente da residência, rua Luis Alves Pereira, 114 - fone 32288727.";"";"Solicitação de Serviço";"Telefone";"Fechado"
"2015-10-23";"Poluição Sonora";"A reclamante denuncia poluição sonora, infrações de trânsito na Avenida Guadalajara 1258.";"";"Denuncia";"Telefone";"Fechado"
"2015-10-23";"Iluminação Pública Irregular";"Troca de lâmpada na rua quinze com dez no Navegantes. ";"";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2015-10-23";"Terreno baldio";"O reclamante denuncia acúmulo de lixo em um terreno localizado na Rua Imperador Dom Pedro I, número 2211.";"Centro                                                                                              ";"Denuncia";"Telefone";"Fechado"
"2015-10-23";"Contêiners ";"A requerente solicita informações sobre a possibilidade de construir um depósito para  materiais recicláveis.
Esse depósito seria no formato containers possibilitando assim o descarte.";"";"Solicitação de Serviço";"Presencial";"Fechado"
"2015-10-23";"Obra irregular";"Cidadão reclama de obra irregular na rua Maestro Bandeira n°340, onde nao tem placas mostrando que esta em obra, não tem fiscalização não tem acompanhamento de arquiteto ou engenheiros por tanto uma obra irregular. Colocando em risco casas e o próprio prédio.";"Fragata                                                                                             ";"Denuncia";"Telefone";"Fechado"
"2015-10-23";"Iluminação Pública Irregular";"Cidadã reclama de mal funcionamento de poste com iluminação publica. Na rua Felisberto Machado n°239.";"";"Solicitação de Serviço";"Presencial";"Fechado"
"2015-10-23";"Terreno baldio";"CIDADÃO ALEGA QUE NO ENDEREÇO; RUA ANTONINHO SOARES, N°46, BAIRRO: UMUARAMA, EXISTIR UM TERRENO BALDIO COM ENORME ACUMULO DE LIXO.";"";"Reclamação";"Telefone";"Fechado"
"2015-10-23";"Obra irregular";"CIDADÃO REIVINDICA DEVIDO  NO ENDEREÇO; AV PINHEIRO MACHADO, DEFRONTE A IGREJA LUTERANA EMANOEL, BAIRRO; FRAGATA, EXISTIR UMA OBRA NO QUAL OS RESPONSÁVEIS COLOCAM TODO ENTULHO NA CALÇADA OCASIONANDO NA OBSTRUÇÃO DA MESMA. SALIENTA QUE ESSA OBRA NÃO POSSUI NENHUMA LICENÇA.";"Fragata                                                                                             ";"Reclamação";"Telefone";"Fechado"
"2015-10-23";"Terreno baldio";"cidadã alega que no endereço; Rua Feliciano Mendes de Moraes, entre rua carlos almeida e rua 12, Bairro: Bom Jesus, existir um terreno baldio com enorme acumulo de lixo.";"";"Reclamação";"Telefone";"Fechado"
"2015-10-23";"Mau atendimento na saúde ";"Cidadã reivindica devido na Secretaria Municipal de Saúde estar havendo um descaso com a população, pois a mesma foi até a secretaria para falar com funcionária MARA e não ter conseguido atendimento pelo simples fato a funcionária não ter comparecido ao trabalho. Cidadã ressalta que pé da colonia e não tem condições de se deslocar diariamente a secretaria.";"";"Reclamação";"Presencial";"Fechado"
"2015-10-23";"Ocupação Irregular de Área Púlica";"Ulisses Batinga 209-Fragata

Informa que o senhor Guilherme construiu de forma irregular um quebra mola sem a devida autorização causando transtorno para os moradores e donos de veículos.

Está construindo também uma calçada sem a licença necessária";"";"Denuncia";"Telefone";"Fechado"
"2015-10-26";"Bueiro Entupido ";"Bueiros entupidos na rua Abrilino Ferreira Cardoso (antiga rua 3)  -1921, Sitio Floresta. ";"";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2015-10-26";"Prefeitura / Elogios ";"Moradora da Rua 20, nº 2866, elogiou a gestão atual e agradeceu a presença deles no bairro. ";"";"Audiência Pública";"Audiências Públicas";"Fechado"
"2015-10-26";"Condição sanitária irregular";"Cidadão reclama de tubulação do encanamento das águas do Sanep velha e apresentando varias emendas. Sugestão para que se trocasse esse encanamento para se evitar de que quando a pavimentação estiver pronta, logo em seguida o Sanep precise abrir o asfalto para consertar os vazamentos que surgirão  por causa do mal estado dos canos.";"Três Vendas                                                                                         ";"Informação";"Facebook - 1";"Fechado"
"2015-10-26";"Iluminação Pública Irregular";"REPOSIÇÃO DE LAMPADA NO ENDEREÇO; RUA SÃO PAULO, N°186, BAIRRO: SANTA TEREZINHA.";"";"Solicitação de Serviço";"Presencial";"Fechado"
"2015-10-26";"Esgoto a céu aberto";"morador da Rua Dr. Francisco Ferreira Veloso, nº 1500, que falou sobre problema com um buraco entre a calçada dele e a do vizinho. De acordo com o solicitante, no local passa o esgoto fluvial e necessita colocação de dois tubos e uma caixa. O buraco oferece perigo aos pedestres, principalmente pela pouca iluminação da quadra. O Prefeito solicitou que o SANEP agende uma visita para verificar a situação. O Sr. Fábio Suanes tomou nota da demanda.";"";"Audiência Pública";"Audiências Públicas";"Fechado"
"2015-10-26";"Carnaval";"Sr. Nelson Perleberg, morador da Rua Ipsen Ferraz Viana, nº 106, telefone: 3273-0420, que elogiou a atitude do Prefeito em diminuir os recursos repassados ao carnaval e priorizar as ações para a saúde pública do município.";"Três Vendas                                                                                         ";"Audiência Pública";"Audiências Públicas";"Fechado"
"2015-10-26";"Regularização fundiária ";" Rua 27, nº 953. Solicitante deseja informações mais detalhadas sobre (habitação, Minha casa minha vida)";"";"Audiência Pública";"Audiências Públicas";"Fechado"
"2015-10-26";"Poluição Sonora";"residencial Montevidéu, av fernando osorio, 7737. moradores do bloco 4- ap 116, morador com som muito alto o dia todo perturbando os moradores do bloco.";"";"Denuncia";"Telefone";"Fechado"
"2015-10-26";"Rua esburacada";"Na rua Guilherme Echenique, bairro Simões Lopes, tem barro na frente da casa da pessoa. Solicita balastro pra colocar na rua citada. ";"";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2015-10-26";"Ponto de alagamentos";"O declarante reclama de alagamentos na Rua São Paulo.";"";"Audiência Pública";"Audiências Públicas";"Fechado"
"2015-10-26";"Estabelecimento Irregular";"rua joão pessoa, 279. O solicitante relata que a casa no endereço existe uma casa de geriatria e a noite ocorre vendas de alimentos congelados perturbando a paz dos moradores.";"";"Denuncia";"Telefone";"Fechado"
"2015-10-26";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA PINTO MARTINS, N°3241, BAIRRO: AREAL. OBS PROTOCOLO FEITO ANTERIORMENTE N°11471.";"";"Solicitação de Serviço";"Telefone";"Fechado"
"2015-10-26";"Rua esburacada";"Moradores solicitaram repavimentação da Rua Ferreira Velozo. Disseram que na esquina da Açores, o tráfego de carros é impossível. ";"";"Audiência Pública";"Audiências Públicas";"Fechado"
"2015-10-26";"Iluminação Pública Irregular";"Solicita reposição de lâmpada e ligação do fio do braço que estava em curto e a CEEE cortou.
Fica na Rua Jorge Curi Hallal, 2910 - Vila Princesa";"";"Solicitação de Serviço";"Presencial";"Fechado"
"2015-10-26";"Vazamento de água potável";"Há um vazamento na Rua Ismael Soares ao lado do estacionamento Praça XV, em frente a Praça Cel. Pedro Osório. Muita água potável indo fora.";"Nossa Senhora de Fátima                                                                             ";"Denuncia";"Presencial";"Fechado"
"2015-10-26";"Obra irregular";"Cidadão denuncia obra com retro escavadeira diversos trabalhadores fazendo muito barulho no domingo, assim entendido por ele atrapalhar seu descanso. Obra encontrasse na rua Juscelino entre Pedro Álvares Cabral e Barão de Azevedo Machado.";"Fragata                                                                                             ";"Denuncia";"Telefone";"Fechado"
"2015-10-26";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA FRANCISCO SIMÕES, N°570, BAIRRO; FRAGATA.";"";"Solicitação de Serviço";"Telefone";"Fechado"
"2015-10-26";"Iluminação Pública Irregular";"Cidadã pede que tomem providencias por uma rua inteira com todas as luzes apagas. A mesma diz que uma acende e em seguida apaga. Fica na Avenida Ildefonso Simoes Lopes na travessa 1 (ernesto tche guevara ) . ";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2015-10-26";"IPTU";"que questionou se esse ano haverá aumento do IPTU novamente. Reclamou que o valor do IPTU dele não condiz com a avaliação do seu imóvel. O Prefeito disse que o que ocorreu foi uma atualização da Planta de Valores. Salientou que se o valor não condiz, ele deve procurar a Secretaria de Receita e pedir uma nova avaliação.";"";"Audiência Pública";"Audiências Públicas";"Fechado"
"2015-10-27";"Poda e Retirada de Árvore";"POIDA DE ARVORE NO ENDEREÇO: RUA RAFAEL PINTO BANDEIRA, COM ESQUINA RUA ARMANDO FAGUNDES, BAIRRO; AREAL.";"";"Solicitação de Serviço";"Telefone";"Aberto"
"2015-10-27";"Foco de Dengue";"CIDADÃO ALEGA QUE NO ENDEREÇO; RUA PASSEIO UM, N°307, BAIRRO; LOT. SANTOS DUMONT, A PROPRIETARIA POSSUIR O PATIO DA RESIDENCIA EM CONDIÇÕES PRECÁRIAS DE HIGIENE. ";"";"Reclamação";"Telefone";"Fechado"
"2015-10-27";"Estabelecimento Irregular";"CIDADÃO ALEGA QUE NO ENDEREÇO; RUA XV DE NOVEMBRO ENTRE RUA DR. AMARANTE E PADRE FILICIO, BAIRRO: CENTRO EXISTIR UM ESTABELECIMENTO NO QUAL EFETUADO A COLOCAÇÃO DE UM ASSOALHO PARA COLOCAR CADEIRAS NO MEIO DA RUA, OCASIONANDO NA OBSTRUÇÃO DA VIA E COM ESSAS CADEIRAS TIRANDO VISIBILIDADE DOS MOTORISTAS. E TAMBÉM NO ENDEREÇO; RUA DR. AMARANTE, ENTRE RUA PADRE FILICIO E RUA GONÇALVES CHAVES, BAIRRO: CENTRO, EXISTIR UM BRECHÓ NO QUAL COLOCA TODOS MÓVEIS SOBRE A CALÇADA.";"";"Reclamação";"Telefone";"Fechado"
"2015-10-27";"Condição sanitária irregular";"CIDADÃ ALEGA QUE NO ENDEREÇO; RUA JORGE MOROA LAU, N°3409, BAIRRO; VILA PRINCESA, O PROPRIETÁRIO EFETUAR A CRIAÇÃO DE ANIMAIS EM CONDIÇÕES PRECÁRIAS DE HIGIENE.";"";"Reclamação";"Telefone";"Fechado"
"2015-10-27";"Iluminação Pública Irregular";"Na rua Francisco Santos, esquina Luis de Camões: poste da esquina com lâmpada queimada há quase 1 ano.";"";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2015-10-27";"Rivindicação Ouvidoria";"Cidadã reivindica referente no Sine Pelotas, estar havendo um descaso com a população, visto a cidadã ter comparecido no mesmo e ficar a espera por mais de 8h devido o sistema estar fora do ar.
";"";"Reclamação";"Telefone";"Fechado"
